# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* JOEDHDHP_00714      K01941  798.73 1026.6         0 urea carboxylase [EC:6.3.4.6]
* JOEDHDHP_00715      K01457  345.70  789.8    1e-237 allophanate hydrolase [EC:3.5.1.54]
* JOEDHDHP_00723      K00681  526.47  576.5  2.3e-173 gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
* JOEDHDHP_00724      K07667  282.83  377.1    3e-113 two-component system, OmpR family, KDP operon response regulator KdpE
* JOEDHDHP_00725      K07646  229.57  985.5  8.5e-297 two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]
* JOEDHDHP_00727      K03088  101.03  154.5   1.4e-45 RNA polymerase sigma-70 factor, ECF subfamily
* JOEDHDHP_00735      K18353  117.20  143.7   2.5e-42 vancomycin resistance protein VanJ
* JOEDHDHP_00744      K00661  137.50  267.8   3.6e-80 maltose O-acetyltransferase [EC:2.3.1.79]
* JOEDHDHP_00746      K01990  272.97  274.9   4.6e-82 ABC-2 type transport system ATP-binding protein
* JOEDHDHP_00748      K24163  377.30  516.8  2.7e-155 monovalent cation/hydrogen antiporter
* JOEDHDHP_00749      K06911   99.10  178.9   7.1e-53 quercetin 2,3-dioxygenase [EC:1.13.11.24]
* JOEDHDHP_00752      K06911   99.10  148.3   1.3e-43 quercetin 2,3-dioxygenase [EC:1.13.11.24]
* JOEDHDHP_00753      K00433  196.17  220.9     1e-65 non-heme chloroperoxidase [EC:1.11.1.10]
* JOEDHDHP_00759      K09781   83.37  529.5  4.3e-159 uncharacterized protein
* JOEDHDHP_00762      K07729   61.33   81.0   2.9e-23 putative transcriptional regulator
* JOEDHDHP_00763      K14260  468.47  705.3  1.1e-212 alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]
* JOEDHDHP_00777      K27044   81.97  131.3   4.5e-39 chaperone-like protein
* JOEDHDHP_00778      K12950  740.50 1115.8         0 manganese-transporting P-type ATPase C [EC:7.2.2.22]
* JOEDHDHP_00783      K02314  104.00  699.5  1.3e-210 replicative DNA helicase [EC:5.6.2.3]
* JOEDHDHP_00784      K01673   19.67  169.6   2.7e-50 carbonic anhydrase [EC:4.2.1.1]
* JOEDHDHP_00785      K02939   52.67  136.2   5.6e-40 large subunit ribosomal protein L9
* JOEDHDHP_00786      K02963   75.87   89.1     1e-25 small subunit ribosomal protein S18
* JOEDHDHP_00787      K03111   31.03  161.1   1.4e-47 single-strand DNA-binding protein
* JOEDHDHP_00788      K02990   25.57  117.0   2.9e-34 small subunit ribosomal protein S6
* JOEDHDHP_00793      K09799  223.07  574.6  9.1e-173 uncharacterized protein
* JOEDHDHP_00794      K05795  231.07  339.1  1.1e-101 tellurium resistance protein TerD
* JOEDHDHP_00800      K27091   47.80  100.0     5e-29 ESX secretion-associated protein EspG
* JOEDHDHP_00802      K07727   44.47   83.0   8.3e-24 putative transcriptional regulator
* JOEDHDHP_00803      K05792  202.17  279.3   1.3e-83 tellurite resistance protein TerA
* JOEDHDHP_00803      K05791  191.90  256.2     5e-77 tellurium resistance protein TerZ
* JOEDHDHP_00810      K10947   62.10   70.5   4.5e-20 PadR family transcriptional regulator
* JOEDHDHP_00811      K01858   71.17  215.0   5.5e-64 myo-inositol-1-phosphate synthase [EC:5.5.1.4]
* JOEDHDHP_00817      K10238  302.00  355.8  5.1e-107 trehalose/maltose transport system permease protein
* JOEDHDHP_00817      K02026  270.63  275.0   2.9e-82 multiple sugar transport system permease protein
* JOEDHDHP_00818      K10237  368.67  410.4  2.3e-123 trehalose/maltose transport system permease protein
* JOEDHDHP_00819      K10236  326.43  483.0  3.3e-145 trehalose/maltose transport system substrate-binding protein
* JOEDHDHP_00819      K02027  195.83  227.2   1.5e-67 multiple sugar transport system substrate-binding protein
* JOEDHDHP_00822      K08162  190.57  504.4  8.7e-152 MFS transporter, DHA1 family, multidrug resistance protein
* JOEDHDHP_00824      K02035  253.17  255.3   3.8e-76 peptide/nickel transport system substrate-binding protein
* JOEDHDHP_00826      K13464   33.13   34.4   2.8e-09 jasmonate ZIM domain-containing protein
* JOEDHDHP_00828      K07154   30.20  230.9   9.9e-69 serine/threonine-protein kinase HipA [EC:2.7.11.1]
* JOEDHDHP_00831      K02029  218.37  286.1   1.1e-85 polar amino acid transport system permease protein
* JOEDHDHP_00831      K02030   88.33  210.7     1e-62 polar amino acid transport system substrate-binding protein
* JOEDHDHP_00832      K02028  390.33  425.1  1.1e-127 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
* JOEDHDHP_00832      K13464   33.13   51.0   2.6e-14 jasmonate ZIM domain-containing protein
* JOEDHDHP_00833      K07093  104.10  550.0    3e-165 uncharacterized protein
* JOEDHDHP_00834      K24101 1879.73 2024.6         0 L-arginine---[L-arginyl-carrier protein] ligase [EC:6.2.1.63]
* JOEDHDHP_00835      K18851  171.87  409.0  5.5e-123 diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase / mycolyltransferase Ag85 [EC:2.3.1.20 2.3.1.122 2.3.1.-]
* JOEDHDHP_00837      K23086  568.63  804.7  5.6e-243 glucosylglycerate hydrolase [EC:3.2.1.208]
* JOEDHDHP_00843      K00127   89.00  121.5   1.4e-35 formate dehydrogenase subunit gamma
* JOEDHDHP_00848      K01869  397.20 1114.5         0 leucyl-tRNA synthetase [EC:6.1.1.4]
* JOEDHDHP_00849      K26996   30.10   36.4   1.3e-09 immunity protein, SdpI family
* JOEDHDHP_00851      K14347  128.33  355.1  1.9e-106 solute carrier family 10 (sodium/bile acid cotransporter), member 7
* JOEDHDHP_00852      K01580  328.97  419.7  6.5e-126 glutamate decarboxylase [EC:4.1.1.15]
* JOEDHDHP_00853      K07735   38.23  152.2     4e-45 putative transcriptional regulator
* JOEDHDHP_00857      K27495  179.93  468.7  9.3e-141 D-arabinan endo alpha-(1,5)-arabinofuranosidase [EC:3.2.1.226]
* JOEDHDHP_00858      K00974  269.50  400.3  4.5e-120 tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]
* JOEDHDHP_00859      K03574   71.63   75.3   1.4e-21 8-oxo-dGTP diphosphatase [EC:3.6.1.55]
* JOEDHDHP_00861      K03980  209.33  679.6  1.5e-204 putative peptidoglycan lipid II flippase
* JOEDHDHP_00862      K03088  101.03  151.0   1.6e-44 RNA polymerase sigma-70 factor, ECF subfamily
* JOEDHDHP_00864      K00384  325.97  488.2  5.6e-147 thioredoxin reductase (NADPH) [EC:1.8.1.9]
* JOEDHDHP_00865      K03671  115.17  154.5   1.5e-45 thioredoxin
* JOEDHDHP_00866      K01448   33.50  120.3   2.5e-35 N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]
* JOEDHDHP_00868      K03497   56.40  306.5   9.9e-92 ParB family transcriptional regulator, chromosome partitioning protein
* JOEDHDHP_00869      K03496  128.87  395.8  1.1e-118 chromosome partitioning protein
* JOEDHDHP_00870      K03501   52.33  232.4   2.4e-69 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]
* JOEDHDHP_00872      K06346   73.27  210.2   1.5e-62 spoIIIJ-associated protein
* JOEDHDHP_00873      K03217  118.10  252.6   2.3e-75 YidC/Oxa1 family membrane protein insertase
* JOEDHDHP_00874      K08998   24.90  118.9   6.3e-35 uncharacterized protein
* JOEDHDHP_00875      K03536   25.07   73.0   8.7e-21 ribonuclease P protein component [EC:3.1.26.5]
* JOEDHDHP_00876      K02313  126.90  748.7    2e-225 chromosomal replication initiator protein
* JOEDHDHP_00878      K02338   57.10  418.5  1.4e-125 DNA polymerase III subunit beta [EC:2.7.7.7]
* JOEDHDHP_00879      K00033  164.43  355.0  2.5e-106 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
* JOEDHDHP_00880      K03629  108.23  479.8  2.2e-144 DNA replication and repair protein RecF
* JOEDHDHP_00882      K07044   96.00  368.2  1.6e-110 uncharacterized protein
* JOEDHDHP_00884      K02470  980.33 1064.2         0 DNA gyrase subunit B [EC:5.6.2.2]
* JOEDHDHP_00885      K02469 1011.63 1254.5         0 DNA gyrase subunit A [EC:5.6.2.2]
* JOEDHDHP_00889      K03921  165.63  312.3   1.3e-93 acyl-[acyl-carrier protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]
* JOEDHDHP_00899      K01664  325.67  331.2   1.3e-99 para-aminobenzoate synthetase component II [EC:2.6.1.85]
* JOEDHDHP_00899      K01658  241.30  291.7   1.1e-87 anthranilate synthase component II [EC:4.1.3.27]
* JOEDHDHP_00900      K12132  232.80  400.7  1.7e-120 eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
* JOEDHDHP_00900      K08884  355.60  366.2  6.6e-110 serine/threonine protein kinase, bacterial [EC:2.7.11.1]
* JOEDHDHP_00901      K12132  232.80  341.5  1.6e-102 eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
* JOEDHDHP_00902      K05364  438.03  592.4    4e-178 penicillin-binding protein A
* JOEDHDHP_00903      K03588  358.73  413.2  3.9e-124 peptidoglycan glycosyltransferase [EC:2.4.99.28]
* JOEDHDHP_00904      K20074  128.23  362.4  7.3e-109 PPM family protein phosphatase [EC:3.1.3.16]
* JOEDHDHP_00908      K00265 1952.37 2422.5         0 glutamate synthase (NADPH) large chain [EC:1.4.1.13]
* JOEDHDHP_00909      K00266  532.73  677.6  7.3e-204 glutamate synthase (NADPH) small chain [EC:1.4.1.13]
* JOEDHDHP_00910      K27360  121.93  129.3   3.7e-38 phospholipase A/thioesterase [EC:3.1.1.-]
* JOEDHDHP_00911      K08167  413.37  699.2    2e-210 MFS transporter, DHA2 family, multidrug resistance protein
* JOEDHDHP_00916      K08224  173.20  494.9  6.5e-149 MFS transporter, YNFM family, putative membrane transport protein
* JOEDHDHP_00919      K11608  507.03  548.9  1.1e-165 mycobacterial beta-ketoacyl-[acyl-carrier protein] synthase III [EC:2.3.1.301]
* JOEDHDHP_00919      K00648  234.37  363.0  6.9e-109 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
* JOEDHDHP_00921      K04567  315.03  640.6  1.2e-192 lysyl-tRNA synthetase, class II [EC:6.1.1.6]
* JOEDHDHP_00923      K03817  134.83  143.2   2.9e-42 ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]
* JOEDHDHP_00928      K02016  150.37  174.8   1.1e-51 iron complex transport system substrate-binding protein
* JOEDHDHP_00929      K02015  343.00  422.1  6.4e-127 iron complex transport system permease protein
* JOEDHDHP_00930      K02013  231.17  328.8   1.8e-98 iron complex transport system ATP-binding protein [EC:7.2.2.-]
* JOEDHDHP_00930      K13464   33.13   42.9   7.3e-12 jasmonate ZIM domain-containing protein
* JOEDHDHP_00935      K13727  163.57  284.1     8e-86 phenacrylate decarboxylase [EC:4.1.1.102]
* JOEDHDHP_00938      K13653  204.23  272.5   2.5e-81 AraC family transcriptional regulator
* JOEDHDHP_00943      K01560  142.37  144.3   1.7e-42 2-haloacid dehalogenase [EC:3.8.1.2]
* JOEDHDHP_00946      K01000  182.20  392.9  6.4e-118 phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]
* JOEDHDHP_00951      K06895   82.60  295.5   9.5e-89 L-lysine exporter family protein LysE/ArgO
* JOEDHDHP_00952      K05596  150.53  390.6  2.5e-117 LysR family transcriptional regulator, arginine and lysine transport system/DNA replication regulator
* JOEDHDHP_00954      K03918  365.43  719.2  3.6e-217 L-lysine 6-transaminase [EC:2.6.1.36]
* JOEDHDHP_00955      K26061  750.07  850.9  9.8e-257 L-aminoadipate-semialdehyde dehydrogenase
* JOEDHDHP_00961      K17686  811.87 1020.6         0 P-type Cu+ transporter [EC:7.2.2.8]
* JOEDHDHP_00962      K14761   51.07  105.0   9.9e-31 ribosome-associated protein
* JOEDHDHP_00964      K09879  521.83  720.6  2.4e-217 carotenoid phi-ring synthase / carotenoid chi-ring synthase [EC:1.3.99.39 1.3.99.40]
* JOEDHDHP_00965      K03829   94.87  244.5   5.4e-73 putative acetyltransferase [EC:2.3.1.-]
* JOEDHDHP_00966      K13993   75.77  120.1   3.4e-35 HSP20 family protein
* JOEDHDHP_00983      K26606   28.07   67.7   2.5e-19 branched chain amino acid efflux pump
* JOEDHDHP_00984      K26605   62.00  221.2   5.9e-66 branched chain amino acid efflux pump
* JOEDHDHP_00985      K23779  108.43  115.7   5.3e-34 XRE family transcriptional regulator, regulator of sulfur utilization
* JOEDHDHP_00990      K02003  289.63  345.7  1.2e-103 putative ABC transport system ATP-binding protein
* JOEDHDHP_00990      K13464   33.13   40.6   3.6e-11 jasmonate ZIM domain-containing protein
* JOEDHDHP_00991      K02004   52.83   82.7   6.1e-24 putative ABC transport system permease protein
* JOEDHDHP_00995      K00986   93.40  210.2   1.9e-62 RNA-directed DNA polymerase [EC:2.7.7.49]
* JOEDHDHP_00997      K07407   63.27  203.3   2.2e-60 alpha-galactosidase [EC:3.2.1.22]
* JOEDHDHP_01001      K12308  308.33  490.2    4e-147 beta-galactosidase [EC:3.2.1.23]
* JOEDHDHP_01003      K00965   56.97  407.3  3.8e-122 UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]
* JOEDHDHP_01004      K00849  358.30  458.0  1.1e-137 galactokinase [EC:2.7.1.6]
* JOEDHDHP_01005      K10112  543.20  563.5  2.1e-169 multiple sugar transport system ATP-binding protein [EC:7.5.2.-]
* JOEDHDHP_01005      K13464   33.13   50.0   5.3e-14 jasmonate ZIM domain-containing protein
* JOEDHDHP_01017      K01455   73.87  700.5  8.6e-211 formamidase [EC:3.5.1.49]
* JOEDHDHP_01028      K05275  256.73  321.7   2.3e-96 pyridoxine 4-dehydrogenase [EC:1.1.1.65]
* JOEDHDHP_01029      K00826  177.57  196.1   3.3e-58 branched-chain amino acid aminotransferase [EC:2.6.1.42]
* JOEDHDHP_01030      K01286  174.77  317.4   5.5e-95 D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]
* JOEDHDHP_01033      K00433  196.17  334.4  3.6e-100 non-heme chloroperoxidase [EC:1.11.1.10]
* JOEDHDHP_01034      K02553  141.30  271.3   2.9e-81 regulator of ribonuclease activity A
* JOEDHDHP_01036      K22213  260.47  376.5  3.9e-113 6-methylsalicylate decarboxylase [EC:4.1.1.52]
* JOEDHDHP_01037      K18955   70.43   78.7   2.1e-22 WhiB family transcriptional regulator, redox-sensing transcriptional regulator
* JOEDHDHP_01038      K21744  127.07  369.1  5.7e-111 MerR family transcriptional regulator, thiopeptide resistance regulator
* JOEDHDHP_01044      K13464   33.13   48.9   1.1e-13 jasmonate ZIM domain-containing protein
* JOEDHDHP_01045      K02011  347.47  419.9  5.5e-126 iron(III) transport system permease protein
* JOEDHDHP_01046      K02012  207.33  296.0   2.1e-88 iron(III) transport system substrate-binding protein
* JOEDHDHP_01047      K28149   95.30  139.3   2.3e-41 ribonuclease VapC4/5/8 [EC:3.1.-.-]
* JOEDHDHP_01055      K00558  162.17  178.9   3.9e-53 DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
* JOEDHDHP_01057      K07156  105.53  146.9   3.2e-43 copper resistance protein C
* JOEDHDHP_01062      K08683  243.50  347.3  2.3e-104 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [EC:1.1.1.35 1.1.1.178]
* JOEDHDHP_01063      K02026  270.63  327.5   3.2e-98 multiple sugar transport system permease protein
* JOEDHDHP_01064      K02025  277.30  353.6  3.6e-106 multiple sugar transport system permease protein
* JOEDHDHP_01065      K02027  195.83  216.7   2.2e-64 multiple sugar transport system substrate-binding protein
* JOEDHDHP_01068      K23541   33.60  194.3     1e-57 Ca2+/H+ antiporter, TMEM165/GDT1 family
* JOEDHDHP_01070      K04564   45.80  296.9   5.2e-89 superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
* JOEDHDHP_01075      K01126  168.10  217.2   1.2e-64 glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
* JOEDHDHP_01077      K22336  169.43  287.8   7.5e-87 bacterioferritin B [EC:1.16.3.1]
* JOEDHDHP_01078      K22336  169.43  258.8   6.1e-78 bacterioferritin B [EC:1.16.3.1]
* JOEDHDHP_01079      K01005  197.43  207.7   1.3e-61 polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase [EC:2.7.8.-]
* JOEDHDHP_01081      K07052   31.80   49.1   1.3e-13 CAAX protease family protein
* JOEDHDHP_01084      K04518  261.73  291.7   2.7e-87 prephenate dehydratase [EC:4.2.1.51]
* JOEDHDHP_01086      K27091   47.80  132.8   5.5e-39 ESX secretion-associated protein EspG
* JOEDHDHP_01095      K01875   94.03  557.0  2.5e-167 seryl-tRNA synthetase [EC:6.1.1.11]
* JOEDHDHP_01097      K00655  119.10  183.0   2.6e-54 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]
* JOEDHDHP_01098      K00663   97.67  115.1     1e-33 aminoglycoside 6'-N-acetyltransferase [EC:2.3.1.82]
* JOEDHDHP_01104      K07052   31.80   61.3   2.3e-17 CAAX protease family protein
* JOEDHDHP_01108      K07304   39.77  266.0   1.8e-79 peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]
* JOEDHDHP_01110      K21064  165.53  172.8   2.4e-51 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]
* JOEDHDHP_01111      K01446  124.87  128.2   1.2e-37 peptidoglycan recognition protein
* JOEDHDHP_01112      K05936  230.40  354.5    2e-106 precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]
* JOEDHDHP_01113      K02228  129.20  341.6  8.8e-103 precorrin-6A synthase [EC:2.1.1.152]
* JOEDHDHP_01114      K01854   86.90  631.6    5e-190 UDP-galactopyranose mutase [EC:5.4.99.9]
* JOEDHDHP_01115      K16650  183.07  949.6  2.4e-286 galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase [EC:2.4.1.288]
* JOEDHDHP_01116      K27842  129.33  273.0   7.4e-82 decaprenylphosphoryl-5-phosphoribose phosphatase [EC:3.1.3.111]
* JOEDHDHP_01117      K14136  186.80  500.9  4.1e-151 decaprenyl-phosphate phosphoribosyltransferase [EC:2.4.2.45]
* JOEDHDHP_01118      K13687  165.97  798.1  1.7e-240 arabinofuranosyltransferase [EC:2.4.2.-]
* JOEDHDHP_01119      K18851  171.87  382.9  4.7e-115 diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase / mycolyltransferase Ag85 [EC:2.3.1.20 2.3.1.122 2.3.1.-]
* JOEDHDHP_01120      K18851  171.87  412.9  3.8e-124 diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase / mycolyltransferase Ag85 [EC:2.3.1.20 2.3.1.122 2.3.1.-]
* JOEDHDHP_01121      K18851  171.87  404.6  1.2e-121 diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase / mycolyltransferase Ag85 [EC:2.3.1.20 2.3.1.122 2.3.1.-]
* JOEDHDHP_01123      K27360  121.93  424.3  6.1e-128 phospholipase A/thioesterase [EC:3.1.1.-]
* JOEDHDHP_01125      K12428  820.30  996.5  1.1e-300 fatty acyl-AMP ligase FadD32 [EC:6.2.1.-]
* JOEDHDHP_01126      K12437 1370.90 2592.8         0 polyketide synthase 13
* JOEDHDHP_01127      K27093  800.53  923.5  8.3e-279 long-chain acyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.- 2.1.3.-]
* JOEDHDHP_01129      K11386 1510.33 1623.5         0 arabinosyltransferase B [EC:2.4.2.-]
* JOEDHDHP_01129      K11387 1328.37 1481.6         0 arabinosyltransferase C [EC:2.4.2.-]
* JOEDHDHP_01130      K11387 1328.37 1536.3         0 arabinosyltransferase C [EC:2.4.2.-]
* JOEDHDHP_01133      K05555  155.10  314.0   3.5e-94 cyclase [EC:4.-.-.-]
* JOEDHDHP_01136      K13686  314.07  920.5  1.4e-277 galactan 5-O-arabinofuranosyltransferase [EC:2.4.2.46]
* JOEDHDHP_01137      K16652  189.87  403.8  1.2e-121 decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase [EC:1.1.1.333]
* JOEDHDHP_01138      K16653  252.63  733.1  3.7e-221 decaprenylphospho-beta-D-ribofuranose 2-oxidase [EC:1.1.98.3]
* JOEDHDHP_01140      K01790  202.23  215.5   2.2e-64 dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]
* JOEDHDHP_01141      K00973  239.50  544.7    1e-163 glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]
* JOEDHDHP_01146      K01710  488.50  520.1  2.1e-156 dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]
* JOEDHDHP_01152      K06015  225.00  274.9   3.5e-82 N-acyl-D-amino-acid deacylase [EC:3.5.1.81]
* JOEDHDHP_01155      K14340  128.57  409.2    9e-123 mannosyltransferase [EC:2.4.1.-]
* JOEDHDHP_01157      K16649  164.13  465.9  3.5e-140 rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase [EC:2.4.1.287]
* JOEDHDHP_01159      K09690  225.33  268.5   3.3e-80 homopolymeric O-antigen transport system permease protein
* JOEDHDHP_01162      K00344  275.27  311.5   2.9e-93 NADPH:quinone reductase [EC:1.6.5.5]
* JOEDHDHP_01163      K19265  329.80  619.9    8e-187 L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]
* JOEDHDHP_01166      K21990  164.13  227.8     8e-68 formate-nitrite transporter family protein
